Stim	HueR	HueG	HueB	HueC	HueCT	HueLux	Yellow	Red	Green	Trig
11	364	367	273	1035	6077	1501.0	2400	0	888	0
11	357	341	261	989	4248	261.0	2400	0	888	0
11	359	343	263	994	4176	231.0	2400	0	888	0
11	357	340	261	988	4182	232.0	2400	0	888	0
11	359	343	263	995	4176	229.0	2400	0	888	0
12	357	340	261	988	4182	232.0	2400	355	666	1
12	359	343	263	995	4176	229.0	2400	355	666	1
12	796	945	536	2290	4182	232.0	2400	355	666	1
12	923	1117	616	2664	3956	840.0	2400	355	666	1
12	920	1115	614	2656	3933	1012.0	2400	355	666	1
12	923	1117	615	2663	3933	1011.0	2400	355	666	1
12	923	1116	615	2663	3929	1013.0	2400	355	666	1
12	920	1115	614	2657	3929	1011.0	2400	355	666	1
12	923	1116	615	2663	3933	1011.0	2400	355	666	1
12	920	1115	614	2658	3929	1011.0	2400	355	666	1
12	923	1116	615	2662	3933	1011.0	2400	355	666	1
12	921	1116	614	2659	3929	1011.0	2400	355	666	1
12	922	1116	615	2661	3931	1013.0	2400	355	666	1
12	921	1116	614	2659	3932	1011.0	2400	355	666	1
12	922	1115	614	2659	3931	1013.0	2400	355	666	1
12	921	1116	615	2660	3928	1011.0	2400	355	666	1
12	921	1115	614	2658	3935	1012.0	2400	355	666	1
12	922	1116	615	2661	3931	1011.0	2400	355	666	1
12	921	1114	614	2658	3932	1011.0	2400	355	666	1
12	922	1117	615	2662	3931	1009.0	2400	355	666	1
12	921	1114	613	2656	3932	1013.0	2400	355	666	1
12	923	1117	615	2663	3926	1010.0	2400	355	666	1
12	921	1113	613	2655	3929	1013.0	2400	355	666	1
12	923	1117	615	2664	3926	1009.0	2400	355	666	1
12	923	1117	615	2664	3929	1013.0	2400	355	666	1
12	920	1113	613	2654	3929	1013.0	2400	355	666	1
12	923	1117	616	2664	3929	1009.0	2400	355	666	1
12	920	1113	613	2654	3933	1012.0	2400	355	666	1
12	923	1117	616	2665	3929	1009.0	2400	355	666	0
12	357	340	261	988	3933	1012.0	2400	355	666	0
12	359	343	263	995	4176	229.0	2400	355	666	0
12	357	340	261	988	4182	232.0	2400	355	666	0
12	359	343	263	994	4176	229.0	2400	355	666	0
12	357	341	261	988	4182	232.0	2400	355	666	0
12	359	342	263	994	4176	231.0	2400	355	666	0
13	357	341	262	989	4182	230.0	2400	711	444	1
13	1221	708	478	2362	4187	230.0	2400	711	444	1
13	1542	843	558	2869	2840	371.0	2400	711	444	1
13	1546	845	559	2876	2709	421.0	2400	711	444	1
13	1542	843	558	2869	2708	422.0	2400	711	444	1
13	1545	845	559	2875	2709	421.0	2400	711	444	1
13	1542	844	558	2870	2709	422.0	2400	711	444	1
13	1545	845	558	2874	2709	423.0	2400	711	444	1
13	1545	845	559	2873	2707	423.0	2400	711	444	1
13	1543	845	559	2872	2708	422.0	2400	711	444	1
13	1545	844	558	2873	2711	423.0	2400	711	444	1
13	1544	846	559	2875	2707	422.0	2400	711	444	1
13	1544	843	558	2871	2710	424.0	2400	711	444	1
